id,name,age,nationality,overall,club
239947,R. Meraz,17,Mexico,55,Monarcas Morelia
239695,M. Karaahmet,17,Turkey,55,Karlsruher SC
240208,R. Bennett,26,England,55,Carlisle United
235089,Y. Nogami,26,Japan,55,Sanfrecce Hiroshima
240209,G. Koyalipou,17,France,55,Chamois Niortais FC
229202,J. Hanson,19,England,55,Bradford City
238930,T. Deters,21,Germany,55,SV Meppen
230997,A. Dannah,23,Saudi Arabia,55,Al Fateh
239445,L. White,18,England,55,Millwall
234070,M. Kanabah,24,Saudi Arabia,55,Al Batin
232791,S. Kanazawa,33,Japan,55,Omiya Ardija
235863,M. Varnier,19,Italy,55,Cittadella
237911,K. Wakasugi,21,Japan,55,Ventforet Kofu
211289,L. Taurino,22,Italy,55,Ternana
209244,M. Barker,23,Republic of Ireland,55,St. Patrick's Athletic
237405,J. Osborne,24,England,55,Grimsby Town
237150,J. Lindström,24,Sweden,55,BK Häcken
240478,F. Gürden,18,Turkey,55,Evkur Yeni Malatyaspor
182366,D. Dennehy,28,Republic of Ireland,55,St. Patrick's Athletic
237920,B. Bronico,22,United States,55,Chicago Fire Soccer Club
238177,A. Hartigan,17,England,55,AFC Wimbledon
236898,M. Aebischer,20,Switzerland,55,BSC Young Boys
232803,N. Maeda,22,Japan,55,Yokohama F. Marinos
233315,S. Clare,20,England,55,Gillingham
240996,S. Tarolli,19,Italy,55,Foggia
211301,A. Favalli,24,Italy,55,Ternana
225127,K. Davies,20,Wales,55,Yeovil Town
229481,N. Milosavljevic,21,Switzerland,55,FC Sion
237929,A. Simpson,18,England,55,Gillingham
236650,J. Brown,19,England,55,Barnsley
241002,E. Sabbi,19,United States,55,Hobro IK
240235,L. Ellington,18,England,55,Bristol Rovers
238956,D. Bock,22,Germany,55,FC Carl Zeiss Jena
239725,L. Zaragoza,20,Mexico,55,Cruz Azul
223599,C. Cooke,20,England,55,Blackpool
227183,M. Leacock-McLeod,20,England,55,Accrington Stanley
235119,F. Bolkiah,19,Brunei Darussalam,55,Leicester City
238447,H. Ishikawa,18,Japan,55,Sagan Tosu
233328,E. Selen,22,Turkey,55,Evkur Yeni Malatyaspor
241008,Y. Gómez,17,Colombia,55,Independiente Medellín
221809,G. Boylan,21,Republic of Ireland,55,Sligo Rovers
237937,F. Myhre,18,Norway,55,Vålerenga Fotball
238194,N. Bustos,18,Argentina,55,Talleres de Cordoba
240242,A. Pinga,19,Switzerland,55,FC Sion
238963,C. Greger,20,Germany,55,SpVgg Unterhaching
227444,F. Bin Munyif,23,Saudi Arabia,55,Al Faisaly
232821,D. Araki,23,Japan,55,Júbilo Iwata
232566,H. Takimoto,20,Japan,55,Kashiwa Reysol
232822,R. Uehara,20,Japan,55,Júbilo Iwata
236662,P. Vagic,17,Sweden,55,Malmö FF
235383,R. Piscitelli,23,Italy,55,Benevento Calcio
235897,A. Al Mutairi,21,Saudi Arabia,55,Al Batin
204410,A. Djaló,25,Guinea Bissau,55,Crawley Town
231292,J. Lewis,19,Northern Ireland,55,Norwich City
238716,O. Bugiel,23,Lebanon,55,Forest Green
228989,S. Singh,25,India,55,NA
238205,A. Edathodika,30,India,55,NA
238718,S. Mullings,23,England,55,Forest Green
236927,D. Atoiyi,19,France,55,ES Troyes AC
240256,M. Kavdanski,30,Bulgaria,55,Clermont Foot 63
235905,K. Hay,18,Norway,55,Vålerenga Fotball
238209,K. Nissen,19,Denmark,55,Sogndal
235650,B. Doherty,20,Republic of Ireland,55,Derry City
220550,A. Al Shehri,23,Saudi Arabia,55,Ettifaq FC
231046,J. Eastwood,20,England,55,Sheffield United
239494,M. Thalhammer,19,Germany,55,FC Ingolstadt 04
240262,J. Brimmer,19,Australia,55,Perth Glory
231559,V. Yaroshenko,20,Russia,55,FC Rostov
235911,N. Al Mutairi,29,Saudi Arabia,55,Al Batin
240263,A. Adamov,17,Russia,55,Terek Grozny
240519,A. Militari,18,Italy,55,Cesena
240775,T. Smith,18,England,55,Sheffield United
232584,S. Naruoka,33,Japan,55,Albirex Niigata
238729,D. Wishart,25,England,55,Forest Green
53643,J. Walker,43,England,55,Lincoln City
222092,A. Byrne,22,Republic of Ireland,55,Galway United
222606,R. Purdy,20,Republic of Ireland,55,Drogheda United
232846,K. Kakoi,26,Japan,55,Cerezo Osaka
229007,A. Henger,21,Poland,55,Pogoń Szczecin
237201,K. McIntosh,23,United States,55,Portland Timbers
238993,W. Graham,18,Scotland,55,Kilmarnock
240018,A. Argýris,23,Greece,55,Korona Kielce
240019,N. Baden Frederiksen,17,Denmark,55,FC Nordsjælland
238228,L. Mulazzi,17,Argentina,55,Temperley
240532,F. Rohner,18,Switzerland,55,FC Zürich
215447,A. Alesevic,23,Switzerland,55,FC Zürich
233367,P. Magnon,21,France,55,Stade Brestois 29
240791,Marcos Lavín,20,Spain,55,Córdoba CF
237208,P. Lewis,22,England,55,Cambridge United
238488,J. Williams,19,England,55,Wycombe Wanderers
222361,W. Randall,20,England,55,Forest Green
225177,P. Omombe,22,France,55,Paris FC
237721,A. Alkhaibari,20,Saudi Arabia,55,Al Shabab
239769,M. Battistoni,22,Italy,55,Ternana
235674,K. Lynge,26,Denmark,55,Hobro IK
233116,C. Kahraman,18,Turkey,55,1. FC Union Berlin
241052,K. Chorążka,18,Poland,55,Wisła Kraków
225693,A. Edwards,19,England,55,Charlton Athletic
207774,M. Ludden,27,Republic of Ireland,55,Galway United
228767,F. Ross,19,Scotland,55,Aberdeen
213408,R. Boot,22,England,55,Port Vale
239778,J. Moder,18,Poland,55,Lech Poznań
226724,C. Senior,20,England,55,Colchester United
231844,K. Muskwe,19,England,55,Rotherham United
221349,J. Nuttall,20,England,55,Blackburn Rovers
223909,A. Palmer,20,England,55,West Bromwich Albion
232101,S. Hernández,20,Mexico,55,Club Atlas
140199,N. Ishikawa,36,Japan,55,F.C. Tokyo
207528,R. Fitzsimons,23,Republic of Ireland,55,Notts County
236456,K. Kearney,17,Northern Ireland,55,Rochdale
200873,C. Winn,25,England,55,Galway United
224937,J. Ritter,22,Denmark,55,FC Helsingør
240553,A. Kapp,22,United States,55,Minnesota Thunder
239786,H. Kalala,19,DR Congo,55,Hobro IK
240554,T. Haraldsson,20,Iceland,55,Halmstads BK
223403,Jordi Ortega,22,Spain,55,Córdoba CF
231595,D. McNulty,26,Northern Ireland,55,Finn Harps
240555,J. Bennett,21,England,55,Sheffield United
222380,J. Meza,23,Mexico,55,Club Tijuana
226732,F. Urraburo,26,Argentina,55,San Martín de San Juan
225709,M. Allan,21,Scotland,55,Dundee FC
232878,T. Tanaka,19,Japan,55,Kashima Antlers
232367,H. Fukushima,24,Japan,55,Urawa Red Diamonds
238000,S. Rengifo,22,Colombia,55,Envigado FC
232625,S. Tuton,26,England,55,Barnsley
237233,O. Brennan,21,Republic of Ireland,55,Bohemian FC
238769,C. Huérfano,21,Colombia,55,CD Los Millionarios Bogota
237234,F. Sule,20,Republic of Ireland,55,Bohemian FC
212915,Yun Pyeong Gook,25,Korea Republic,55,GwangJu FC
235955,R. Guitane,18,France,55,Le Havre AC
228789,Robert Sanchez,19,Spain,55,Brighton & Hove Albion
235701,S. Kinsella,18,Republic of Ireland,55,Dundalk
181685,S. Tracy,28,Republic of Ireland,55,Limerick FC
238264,Ahn Sang Min,22,Korea Republic,55,Gangwon FC
232634,H. Noda,19,Japan,55,Gamba Osaka
238010,A. Qollaku,20,Switzerland,55,Grasshopper Club Zürich
240570,S. Sissoko,18,France,55,Tours FC
233915,J. Ponticelli,18,England,55,Coventry City
238011,P. Pusic,18,Switzerland,55,Grasshopper Club Zürich
238012,N. Berchtold,17,Switzerland,55,FC Sion
237757,Y. Tatsuta,19,Japan,55,Shimizu S-Pulse
239805,D. Oko,20,Poland,55,Zagłębie Lubin
228286,J. Lundberg,19,Sweden,55,Örebro SK
211135,M. Attiyah,25,Saudi Arabia,55,Ohod Club
231615,K. Gordon,19,England,55,Swindon Town
237503,C. Oduor,18,England,55,Leeds United
240063,M. Cassara,25,France,55,GFC Ajaccio
225984,L. Bruno,20,Italy,55,Vercelli
236736,C. Deasy,20,Republic of Ireland,55,Drogheda United
239552,M. Biamou,26,France,55,Coventry City
231617,L. Davies,17,England,55,Cambridge United
239554,K. Finn,18,England,55,Coventry City
228291,P. Rooney,20,Republic of Ireland,55,Millwall
240323,J. Earing,18,England,55,Bolton Wanderers
220100,R. Buchanan,21,Scotland,55,Heart of Midlothian
231620,B. Banda,19,South Africa,55,Finn Harps
236485,M. Nanizayamo,19,France,55,Tours FC
233670,A. Fukumori,24,Japan,55,Hokkaido Consadole Sapporo
234950,A. Ajdarević,19,Albania,55,Örebro SK
236230,V. Venditti,20,Italy,55,Ascoli
212167,C. Vernam,20,England,55,Derby County
233162,Kim Jong Seok,22,Korea Republic,55,Pohang Steelers
237514,B. Sowe,20,Sweden,55,AFC Eskilstuna
236748,E. Sivertsen,26,Norway,55,Kristiansund BK
239564,J. Bruhns,18,Germany,55,SC Fortuna Köln
239820,P. Kapp,19,Germany,55,FC Sochaux-Montbéliard
240076,S. Spahiu,17,Belgium,55,Royal Excel Mouscron
239309,A. Galens,19,Belgium,55,KV Kortrijk
238031,A. Bonilla,19,Colombia,55,Tigres FC
239311,M. Hoxha,17,Belgium,55,KV Kortrijk
237776,K. Tanno,31,Japan,55,Cerezo Osaka
221394,R. Al Mousa,22,Saudi Arabia,55,Al Taawoun
228562,R. Sallinger,21,Austria,55,Wolfsberger AC
237778,Ahn Joon Soo,19,Korea Republic,55,Cerezo Osaka
236755,T. Torske,33,Norway,55,Kristiansund BK
237267,L. Mfeka,23,South Africa,55,San Jose Earthquakes
232404,C. Paez,19,Colombia,55,Envigado FC
235476,I. Varone,24,Italy,55,Ternana
240084,D. Vambolt,22,Russia,55,Amkar Perm
235477,A. Al Amri,22,Saudi Arabia,55,Al Ittihad
240853,D. Doronin,19,Russia,55,Arsenal Tula
213975,G. Jarl,22,Sweden,55,AFC Eskilstuna
219095,L. Gallagher,22,Republic of Ireland,55,Drogheda United
230873,E. Race,20,Norway,55,Stabæk Fotball
239321,E. Pierce,18,Republic of Ireland,55,West Bromwich Albion
233691,M. Adamonis,20,Lithuania,55,Salernitana
219869,C. Olesen,21,Denmark,55,SønderjyskE
235742,S. Nombe,18,England,55,Milton Keynes Dons
229087,H. Rodgers,20,England,55,Fleetwood Town
203232,S. Russell,23,Republic of Ireland,55,Drogheda United
226016,P. Cunningham,20,Republic of Ireland,55,Galway United
238817,W. Shorrock,18,England,55,Walsall
241121,F. Asmar,17,Argentina,55,Temperley
208354,S. Kenny,24,Republic of Ireland,55,Limerick FC
238818,S. Tonks,18,England,55,Walsall
240611,D. Yearwood,17,England,55,Southend United
232677,A. Al Sharid,23,Saudi Arabia,55,Al Taawoun
237286,A. Connolly,17,Republic of Ireland,55,Brighton & Hove Albion
228328,S. Rowley,20,England,55,Shrewsbury
237802,C. Haas,24,Austria,55,SK Rapid Wien
240363,I. Shinozuka,22,Russia,55,Yokohama F. Marinos
240364,I. Boye,20,Nigeria,55,Örebro SK
240620,A. Ba,19,France,55,Southend United
230893,O. Evans,20,Wales,55,Wigan Athletic
239597,D. Jubitana,17,Belgium,55,KV Mechelen
239087,T. Mauer,20,Germany,55,FC Carl Zeiss Jena
230897,B. Hanlan,20,England,55,Colchester United
207602,J. Gordon,21,England,55,Cheltenham Town
241138,A. Ammitzbøl,18,Denmark,55,Aarhus GF
223987,H. Cardwell,20,Scotland,55,Grimsby Town
223476,M. Brændsrød,21,Norway,55,Sogndal
225780,H. Donovan,19,England,55,Millwall
220917,J. Ashby,21,England,55,Oxford United
234997,R. Kanach,18,Poland,55,Cracovia
225526,A. Sidenko,21,Russia,55,FC Rostov
227830,B. Crowley,20,Australia,55,Melbourne City
206327,I. Turner,28,Republic of Ireland,55,St. Patrick's Athletic
229880,A. Wan-Bissaka,19,DR Congo,55,Crystal Palace
220668,A. Avdijaj,23,Albania,55,Grasshopper Club Zürich
206077,H. Douglas,24,Republic of Ireland,55,Bray Wanderers
227837,H. Castegren,21,Sweden,55,IFK Norrköping
236029,C. Cockerill-Mollett,18,Republic of Ireland,55,Walsall
236541,D. Hadzikadunić,18,Sweden,55,Malmö FF
236800,I. Angulo,18,Colombia,54,Envigado FC
238336,J. Rankin-Costello,17,England,54,Blackburn Rovers
240384,E. Durmaz,17,Sweden,54,Hammarby IF
240129,M. Haarup,21,Denmark,54,Hobro IK
215812,E. Sousa,22,Portugal,54,Accrington Stanley
240388,N. Perry,17,Sweden,54,AIK Solna
235525,L. Sahlin,20,Sweden,54,GIF Sundsvall
239877,Kim Dong Su,22,Korea Republic,54,Omiya Ardija
240390,A. Linnér,18,Sweden,54,AIK Solna
220168,I. Keita,21,France,54,Finn Harps
237832,I. Meite,20,England,54,Crawley Town
231179,J. Al Dossary,23,Saudi Arabia,54,Al Faisaly
233484,A. Campbell,18,Scotland,54,Motherwell
233740,D. Nussbaumer,17,Austria,54,SCR Altach
235532,M. Roseth,18,Norway,54,Molde FK
228109,T. Holland,19,Republic of Ireland,54,Limerick FC
231438,T. Akinola,18,England,54,West Ham United
238607,K. Peda,19,Poland,54,Termalica Bruk-Bet Nieciecza
214032,B. Lucumí,23,Colombia,54,Deportivo Pasto
235283,M. Bower,18,England,54,Cheltenham Town
239125,E. Botheim,17,Norway,54,Rosenborg BK
225051,B. Warland,20,Australia,54,Adelaide United
235548,M. Cabit,24,France,54,AC Ajaccio
235807,A. Morley,17,England,54,Rochdale
227616,A. Wichne,20,Norway,54,Viking FK
238368,J. McAtee,17,England,54,Shrewsbury
192544,R. Coulter,28,Republic of Ireland,54,Bray Wanderers
213793,E. Grimes,22,Republic of Ireland,54,Derry City
236577,E. Benedettini,22,San Marino,54,Novara
230691,M. Kempter,22,Switzerland,54,FC Zürich
231459,J. Reiners,19,Australia,54,Perth Glory
240419,R. Strechie,16,Romania,54,F.B.C. Unione Venezia
240676,R. Nabi,18,England,54,Burnley
225317,K. Nisbet,20,Scotland,54,Partick Thistle F.C.
193318,D. Jørgensen,26,Denmark,54,FC Helsingør
239911,M. Thiele,18,Germany,54,Chemnitzer FC
232232,Kim Jeong Hyeon,24,Korea Republic,54,GwangJu FC
239658,J. Capacho,19,Colombia,54,Atlético Bucaramanga
224299,S. Dunne,21,Republic of Ireland,54,Drogheda United
239404,D. Sato,22,Philippines,54,AC Horsens
232749,T. Oya,30,Japan,54,Omiya Ardija
236845,C. Kane,18,Republic of Ireland,54,Drogheda United
240941,L. Pintor,16,France,54,Stade Brestois 29
236337,J. Turner,18,England,54,Bolton Wanderers
237107,S. Koné,21,Ivory Coast,54,Djurgårdens IF
239155,M. Johannsen,25,Denmark,54,FC Helsingør
239411,S. Jonovic,21,Austria,54,FK Austria Wien
212277,C. Thomson,22,Scotland,54,St. Johnstone FC
237365,K. Ahmadi,18,Sweden,54,IK Sirius
240437,A. Semprini,19,Italy,54,Brescia
240439,R. Porteous,18,Scotland,54,Hibernian
233528,K. Metz,19,Republic of Ireland,54,Burnley
237624,N. Kawaguchi,23,Japan,54,Albirex Niigata
238904,A. Łyszczarz,17,Poland,54,Śląsk Wrocław
219705,D. Węglarz,21,Poland,54,Jagiellonia Białystok
240441,G. Moorhouse,22,Republic of Ireland,54,Sligo Rovers
225851,S. Al Saleh,25,Saudi Arabia,54,Al Qadisiyah
240700,P. Berki,27,Hungary,54,Limerick FC
191805,R. Isomura,26,Japan,54,Albirex Niigata
233534,H. Girling,19,England,54,Millwall
219967,D. Hładun,21,Poland,54,Zagłębie Lubin
234815,R. Senhadji,20,France,54,FC Sochaux-Montbéliard
239423,N. da Silva,23,Switzerland,54,FC Thun
228928,S. Lavelle,20,Scotland,54,Morecambe
235072,K. Lynch,25,Republic of Ireland,54,Bray Wanderers
237632,G. Sikošek,23,Slovenia,54,Silkeborg IF
239680,L. Saporetti,21,Italy,54,Parma
239425,C. Kablan,22,Switzerland,54,FC Thun
239937,N. Dyachenko,21,Russia,54,FC SKA-Energiya Khabarovsk
230722,S. Boyd,19,Republic of Ireland,54,Shamrock Rovers
239171,E. Martinez,20,Argentina,54,Gimnasia y Esgrima La Plata
239427,A. Ajeti,20,Switzerland,54,FC St. Gallen
237125,V. Barbero,16,Argentina,54,Belgrano de Córdoba
238662,T. Puchacz,18,Poland,54,Lech Poznań
240710,G. Cleur,19,Australia,54,Virtus Entella
212295,A. Santos,22,Brazil,54,Yeovil Town
238408,C. De las Salas,19,Colombia,54,Tigres FC
224588,P. Gluhakovic,21,Austria,54,FK Austria Wien
238156,B. Gómez,19,Colombia,54,Águilas Doradas
240973,M. Willock,17,England,54,Chesterfield
232782,K. Oyama,22,Japan,54,Omiya Ardija
240462,M. Howarth,18,England,54,Burnley
240974,M. Mattsson,18,Denmark,54,Silkeborg IF
240463,M. Al Majhad,18,Saudi Arabia,54,Al Fateh
239440,A. Celli,23,Italy,54,Foggia
239443,D. McNamara,18,England,54,Millwall
213333,O. Ashoor,28,Saudi Arabia,54,Ohod Club
192853,M. Carretta,26,Italy,54,Ternana
226902,P. O'Flaherty,20,England,54,Bournemouth
236375,D. Wright,19,England,54,Colchester United
221528,N. Konstandopoulos,21,Australia,54,Adelaide United
237913,Y. Koide,22,Japan,54,Ventforet Kofu
234074,R. Tierney,19,Scotland,54,Hamilton Academical FC
234842,F. Kraft,18,Germany,54,VfL Bochum
236890,D. Genreau,18,France,54,Melbourne City
227676,M. Kennedy,20,Northern Ireland,54,Charlton Athletic
240732,O. Bayode,18,England,54,Burnley
227935,L. Buckley,20,Republic of Ireland,54,Drogheda United
234847,J. McGregor,20,Scotland,54,Hamilton Academical FC
239199,N. Lyngø,19,Denmark,54,Aalborg BK
208481,K. Singh,31,India,54,NA
231267,J. Lokilo,18,DR Congo,54,Crystal Palace
240739,S. Donnelly,24,Republic of Ireland,54,Bohemian FC
239205,A. Didic,22,Canada,54,Sporting Kansas City
240485,A. Al Enazi,22,Saudi Arabia,54,Ohod Club
237414,W. Popp,22,Japan,54,Kawasaki Frontale
240486,M. Naji,23,Saudi Arabia,54,Ohod Club
221544,H. Cameron,20,New Zealand,54,Limerick FC
235880,L. Marson,19,Italy,54,Sassuolo
238696,M. Fernandes,20,Germany,54,Holstein Kiel
221545,M. Waddington,20,England,54,Stoke City
240745,S. Quigley,24,England,54,Blackpool
227948,F. Kelleher,21,Republic of Ireland,54,Oxford United
210285,J. Margetts,23,England,54,Scunthorpe United
214895,J. Wróbel,23,Poland,54,Termalica Bruk-Bet Nieciecza
235375,A. Quintana,22,Colombia,54,Deportes Tolima
238448,A. Fantini,19,Japan,54,Sagan Tosu
241009,M. Arias,19,Colombia,54,Corporación Club Deportivo Tuluá
232818,M. Hernández,18,Argentina,54,Colon de Santa Fe
237171,H. Acevedo,20,Colombia,54,Asociacion Deportivo Cali
240499,E. Markovic,18,Norway,54,Molde FK
227445,A. Awaji,23,Saudi Arabia,54,Al Faisaly
235125,J. Esquivel,19,Mexico,54,Pachuca
237174,R. Frank,29,Peru,54,Albirex Niigata
238454,J. Koivistoinen,19,Finland,54,HJK Helsinki
240503,L. Teddy,19,France,54,Le Havre AC
207482,G. Coughlan,24,Republic of Ireland,54,Limerick FC
240506,F. Arhin,18,Ghana,54,Östersunds FK
239739,A. Ocejo,19,Mexico,54,Santos Laguna
240763,J. Sneddon,19,Scotland,54,Partick Thistle F.C.
235900,A. Al Zahrani,23,Saudi Arabia,54,Al Raed
235901,F. Al Harbi,21,Saudi Arabia,54,Al Raed
235903,H. Dhaifallah,23,Saudi Arabia,54,Al Raed
229504,F. Lauenborg,20,Denmark,54,Randers FC
53632,B. Molloy,33,Republic of Ireland,54,Finn Harps
229761,D. Ermakov,18,Russia,54,FC Rostov
236933,T. Bilic,19,Australia,54,Brisbane Roar
228998,D. Marzino,20,Switzerland,54,BSC Young Boys
187783,P. Sinnott,30,Republic of Ireland,54,Galway United
240009,N. Feil,18,Germany,54,VfR Aalen
241033,C. Gregory,17,England,54,Shrewsbury
240522,M. Al Johani,22,Saudi Arabia,54,Ohod Club
186763,A. Maccoppi,30,Italy,54,FC Lausanne-Sports
239245,F. Piszczek,22,Poland,54,Sandecja Nowy Sącz
239762,M. Sipľak,21,Slovakia,54,Cracovia
229268,F. Tägtström,19,Sweden,54,GIF Sundsvall
234901,N. Shipnoski,19,Germany,54,1. FC Kaiserslautern
232088,K. Rutlin,18,Norway,54,Sogndal
233882,J. Law,18,England,54,Mansfield Town
238746,K. Laskoś,17,Poland,54,Wisła Kraków
240538,A. Vucenovic,19,Austria,54,SKN St. Pölten
227997,O. Zanzala,20,Congo,54,Derby County
235421,B. Ozegovic,17,Austria,54,SCR Altach
240797,M. Tramoni,17,France,54,AC Ajaccio
237982,Y. Guzmán,19,Colombia,54,Envigado FC
233375,D. Leahy,19,Republic of Ireland,54,Coventry City
236960,L. Maniero,18,Italy,54,Cittadella
233121,C. Timite,19,Ivory Coast,54,AC Ajaccio
239777,L. Klante,18,Germany,54,SC Preußen Münster
220578,E. Rovini,22,Italy,54,Vercelli
234147,Dany Mota,19,Portugal,54,Virtus Entella
239779,D. Kurminowski,18,Poland,54,Lech Poznań
213156,R. Browne,21,Antigua & Barbuda,54,Yeovil Town
236452,D. Lalhlimpuia,19,India,54,NA
237988,T. Hara,18,Japan,54,Albirex Niigata
236453,G. Singh,21,India,54,NA
240805,Dai Wai-Tsun,17,Hong Kong,54,Bury
11430,J. McCombe,34,England,54,Lincoln City
233127,J. Sangha,19,England,54,Walsall
240807,O. Shaw,19,Scotland,54,Hibernian
231593,G. Harkin,29,Republic of Ireland,54,Finn Harps
240297,R. Källman,18,Finland,54,HJK Helsinki
231850,Dani Renda,23,Spain,54,CD Lugo
240299,A. Rødsand,30,Norway,54,Kristiansund BK
208556,J. Lelan,22,Kenya,54,Crawley Town
232108,B. Zalo,19,Norway,54,IFK Göteborg
238764,B. Malcolm,20,Scotland,54,Ross County FC
239788,C. Triana,20,Colombia,54,CD Once Caldas Manizales
213677,B. Killip,21,England,54,Grimsby Town
238765,J. Brandon,19,Scotland,54,Heart of Midlothian
234158,A. Gory,20,France,54,Le Havre AC
201903,O. Øvretveit,23,Norway,54,Sandefjord Fotball
226479,C. Colquhoun,20,Scotland,54,Dundee FC
226480,D. Davidson,20,Scotland,54,Dundee FC
238258,N. Leighton,18,England,54,Millwall
239538,J. McIntyre,20,Northern Ireland,54,Derry City
237235,A. Majok,18,Australia,54,Western Sydney Wanderers
231860,C. Lucatero,20,United States,54,Houston Dynamo
236213,D. Diaw,25,Senegal,54,Virtus Entella
239030,R. Hanquinquant,18,France,54,US Quevilly-Rouen
239798,A. Chernov,19,Russia,54,FC Ufa
229559,J. Veale,20,Wales,54,Cardiff City
238775,S. Kowalczyk,18,Poland,54,Pogoń Szczecin
220602,T. Fekete,21,Switzerland,54,BSC Young Boys
226490,S. Boyd,20,Scotland,54,Hamilton Academical FC
159163,J. Robben,34,Germany,54,SV Meppen
235195,T. Krapikas,18,Lithuania,54,Sampdoria
236733,A. Al Najai,22,Saudi Arabia,54,Al Faisaly
240061,L. Lázaro,24,Colombia,54,Atlético Huila
232638,A. Takagi,19,Japan,54,Gamba Osaka
234688,S. Campo,21,Switzerland,54,FC Lausanne-Sports
235458,C. Kipré,20,France,54,Motherwell
240578,P. Ovchinnikov,19,Russia,54,CSKA Moscow
220611,J. Hamon,22,England,54,Exeter City
241091,B. Scott,18,United States,54,1. FC Köln
234692,Z. Mills,25,England,54,Grimsby Town
240068,S. Al Nabit,21,Saudi Arabia,54,Ohod Club
237509,B. Lasme,18,France,54,FC Sochaux-Montbéliard
241093,S. Oum Gouet,19,Cameroon,54,SCR Altach
240070,I. Messaoud,17,Algeria,54,GFC Ajaccio
237511,A. Sampsted,19,Iceland,54,IFK Norrköping
236488,A. Traorè,17,Ivory Coast,54,Perugia
225993,O. Sail,21,New Zealand,54,Wellington Phoenix
240842,A. Golovatyuk,20,Russia,54,FC SKA-Energiya Khabarovsk
223180,N. Anderton,21,England,54,Blackpool
237262,K. Awuah,21,Canada,54,New York City Football Club
226514,D. Harvie,18,Scotland,54,Aberdeen
240338,F. Rodríguez Calleriza,21,Uruguay,54,Sandefjord Fotball
226259,L. Andrenacci,22,Italy,54,Brescia
240340,C. Zuvela,20,Australia,54,Sydney FC
239573,M. Bleve,21,Italy,54,Ternana
236758,O. Christensen,18,Denmark,54,Odense Boldklub
